date,city,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,t2m,d2m,sp,blh,u10,v10
2015-03-21,Bengaluru,48.59,,3.47,27.0,18.04,28.02,3.89,1.94,52.96,91.0,Satisfactory,300.303338125,281.864540625,91777.69525,1044.8550223020834,-2.822910932291667,1.1539173813541663
2015-03-22,Bengaluru,47.38,,2.84,22.39,15.33,23.19,11.29,2.05,71.85,120.0,Moderate,301.19020427083336,283.05209802083334,91669.39844791668,1112.9182067395834,-2.3479034514062502,0.9642981363708332
2015-03-23,Bengaluru,65.65,,3.1,26.35,17.45,27.76,9.95,6.3,72.84,154.0,Moderate,301.72387114583336,286.6847890625,91544.72782291664,1129.4250994791666,-1.327358444375,0.4425994831249999
2015-03-24,Bengaluru,60.47,,5.39,29.87,20.88,35.1,1.46,6.07,64.12,119.0,Moderate,301.56929802083334,286.89201916666667,91458.61185416668,1257.1016755625,-2.2692282874479166,0.5851439253125
2015-03-25,Bengaluru,62.56,,3.16,23.57,16.39,27.13,10.05,4.98,82.34,232.0,Poor,300.97927718750003,286.87296197916663,91557.37234375,1295.268403,-3.0369067875,1.4096424450624998
2015-03-26,Bengaluru,60.73,,4.16,32.07,21.03,34.71,1.44,1.67,67.21,132.0,Moderate,300.372225,287.57501572916664,91689.35348958334,1172.931662166667,-3.186381433333333,1.10202180434375
2015-03-27,Bengaluru,42.1,,4.01,25.55,17.37,30.96,2.85,2.46,51.93,123.0,Moderate,300.00410885416665,286.33093354166664,91712.49440625,1081.9968370833333,-2.7130526319791666,0.6707890939166666
2015-03-28,Bengaluru,40.0,,2.93,17.99,11.36,28.74,8.07,2.5,44.65,152.0,Moderate,300.1631323958333,286.74058395833333,91590.06421875,1051.6875529166666,-2.5648750479166664,1.3494821660166665
2015-03-29,Bengaluru,32.16,,2.38,12.9,8.3,21.5,8.53,2.08,56.31,143.0,Moderate,300.4380440625,286.99627770833337,91477.178375,1110.0713227083334,-1.9729866859791667,1.4495554108645834
2015-03-30,Bengaluru,30.78,,2.68,16.23,14.63,26.96,1.46,2.63,49.52,80.0,Satisfactory,300.8814657291667,287.8008428125,91476.89092708332,1097.5928722916667,-1.76317393115625,1.7915491408541666
2015-03-31,Bengaluru,38.99,,2.6,10.97,12.7,27.52,1.79,2.79,47.67,90.0,Satisfactory,300.5543355208333,290.2010427083333,91520.49852083332,1005.547645625,-1.7343908215312498,1.0402972552395833
2015-04-01,Bengaluru,36.42,,2.68,8.83,9.13,31.37,9.6,3.17,48.25,151.0,Moderate,300.2218713541667,291.906718125,91504.86885416666,844.7112555208333,-0.6919455795520834,1.2170355579583334
2015-04-02,Bengaluru,38.15,,4.24,10.29,9.99,43.09,4.06,7.65,53.26,123.0,Moderate,301.41528875,290.03257375,91398.77855208334,862.7620457395833,0.3145165017166667,1.3080807858125
2015-04-03,Bengaluru,35.11,,2.63,5.99,6.82,26.04,5.34,2.32,57.75,178.0,Moderate,301.43183385416665,290.59409229166664,91287.44808333334,902.6189197604168,0.7927297310729168,-0.0839279947291666
2015-04-04,Bengaluru,36.68,,3.63,12.89,10.88,40.71,1.47,3.29,76.36,101.0,Moderate,302.4716470833333,290.30955208333336,91143.86130208334,936.3445444375,-0.2516027061562499,0.1884022934687499
2015-04-05,Bengaluru,36.92,,2.2,9.0,7.6,26.22,9.58,4.07,65.62,160.0,Moderate,302.8331870833333,291.0209390625,91201.9758125,983.3102109375,-0.8457071667770834,1.4343480011041667
2015-04-06,Bengaluru,31.78,,2.48,8.14,8.06,22.34,0.55,7.22,54.31,71.0,Satisfactory,302.33165583333334,291.618385,91250.26672916667,875.2773389583334,-0.2480427775104166,1.53387419234375
2015-04-07,Bengaluru,37.25,,2.86,7.14,11.25,17.78,2.3,5.88,60.42,76.0,Satisfactory,302.02826114583337,290.91765875,91316.94989583331,1019.6879060416668,-1.1892213821104167,1.3528711471875
2015-04-08,Bengaluru,29.8,,2.59,9.04,7.52,24.2,6.84,1.84,49.55,153.0,Moderate,301.9652151041667,290.4116384375,91435.65559375,1071.2286158333334,-1.056260063825,1.8462101699479163
2015-04-09,Bengaluru,25.06,,3.21,8.72,7.2,29.83,5.82,2.6,42.63,80.0,Satisfactory,301.69649895833334,290.70081677083334,91483.64230208332,1103.655174375,-1.3731576841291666,1.9133228371041664
2015-04-10,Bengaluru,24.4,,6.87,7.46,8.7,23.17,5.19,2.03,44.47,129.0,Moderate,301.4034578125,291.00042510416665,91517.2325,928.2029118333334,0.0246015102916666,1.4050432059760416
2015-04-11,Bengaluru,32.08,,6.6,7.09,8.82,30.95,1.7,3.22,53.91,107.0,Moderate,300.75903385416666,290.3801008333333,91573.75359375,893.8305111875001,0.4801411619062499,0.18274729353125
2015-04-12,Bengaluru,19.72,,1.81,4.97,5.51,34.85,2.65,5.16,44.53,122.0,Moderate,297.17485416666665,292.12722479166666,91705.74790625,635.5485535416666,-0.0225374430937499,-0.0067737584510416
2015-04-13,Bengaluru,17.03,,2.17,8.53,9.95,34.3,2.23,2.75,39.03,85.0,Satisfactory,296.18927354166664,292.451693125,91645.10459375,485.0097098958333,0.0238659040312499,0.9221623607604168
2015-04-14,Bengaluru,19.73,,2.26,6.1,6.13,27.48,1.4,4.66,57.7,62.0,Satisfactory,296.33471479166667,292.43450208333337,91513.49441666668,505.70439125,-0.32963776303125,1.241768030625
2015-04-15,Bengaluru,22.52,,6.71,4.86,14.02,15.15,5.45,4.9,77.05,177.0,Moderate,296.9841292708333,292.4323076041667,91564.78786458333,536.4467913020834,-0.9512188370416668,1.0600553997395834
2015-04-16,Bengaluru,21.36,,2.86,7.98,12.69,16.61,0.97,29.11,96.88,152.0,Moderate,298.0075421875,292.73213385416665,91668.48167708334,475.28442895833336,-0.3770080756145833,0.8352426252708334
2015-04-17,Bengaluru,24.35,,3.06,6.64,7.42,38.54,12.93,2.58,97.2,210.0,Poor,297.9226908333333,290.63031114583333,91507.43365625,579.1350132708334,0.0733552624479166,-0.5107295793333334
2015-04-18,Bengaluru,18.33,,2.4,5.98,6.47,21.02,3.84,3.99,101.63,170.0,Moderate,298.713383125,291.19697239583337,91356.49179166666,616.1525468020833,-1.221057308635625,-0.1128770155625
2015-04-19,Bengaluru,17.66,,1.85,6.58,5.89,21.93,0.48,2.49,81.34,135.0,Moderate,299.75626385416666,291.1372965625,91390.35401041666,658.0374120416667,-1.8715440161458328,0.6746057316302084
2015-04-20,Bengaluru,27.46,,2.53,7.91,7.1,24.78,4.58,5.53,37.22,118.0,Moderate,299.97384489583334,292.0916078125,91511.15922916667,721.9532769791667,-1.5982835583333337,0.7920233752187501
2015-04-21,Bengaluru,27.94,,3.8,6.45,9.94,17.34,6.14,4.43,34.74,127.0,Moderate,299.9171533333333,293.516670625,91504.47321875,615.7335296875,-1.335620055625,1.3512784122916666
2015-04-22,Bengaluru,23.81,,4.01,6.21,13.57,5.42,,26.42,32.79,47.0,Good,300.0291230208333,293.93001395833335,91437.89084375,570.07266559375,0.3466052631677083,0.5872058582291667
2015-04-23,Bengaluru,23.11,,4.16,6.84,14.07,18.77,3.65,12.35,15.88,44.0,Good,298.3231659375,294.157188125,91508.35023958332,465.50457930208336,1.0522084642291667,-0.0655245077843749
2015-04-24,Bengaluru,15.12,,4.35,14.96,12.52,35.77,1.13,5.12,109.66,67.0,Satisfactory,298.56790802083333,293.33299416666665,91498.67698958334,521.9629094270833,0.0882751252656249,-0.2146435826041667
2015-04-25,Bengaluru,19.59,,4.35,8.42,12.28,17.93,3.1,26.92,157.2,44.0,Good,297.67331291666665,292.468321875,91439.33272916666,588.5900849375,0.9254133225833332,0.58971838384375
2015-04-26,Bengaluru,69.85,,8.6,14.35,19.55,15.8,1.22,15.91,123.32,82.0,Satisfactory,297.714131875,293.3495746875,91478.0504375,494.1858989270834,-0.6573283144927083,0.8595544142083335
2015-04-27,Bengaluru,24.62,,3.77,7.74,11.71,13.92,1.26,18.89,65.38,156.0,Moderate,299.3620496875,292.1877363541667,91569.40619791666,649.4915341458333,-1.3584960000520834,1.0079256456708332
2015-04-28,Bengaluru,32.92,,7.12,12.95,18.7,11.62,2.31,14.79,57.59,96.0,Satisfactory,300.2392590625,291.8651533333333,91502.10991666664,689.58143865625,-0.3984986253125,0.827247958125
2015-04-29,Bengaluru,44.53,,7.24,17.71,22.68,11.4,1.34,8.34,27.11,72.0,Satisfactory,299.34568156250003,292.2729773958333,91488.45610416667,615.63602390625,0.4791990592083333,1.0764036470833334
2015-04-30,Bengaluru,26.68,,3.79,16.69,12.64,10.15,,11.54,51.81,117.0,Moderate,299.0824534375,293.4110166666667,91533.81536458334,626.6524603645834,1.468156489822917,0.2149861236041666
2015-05-01,Bengaluru,39.06,,3.45,14.31,12.05,6.09,1.59,4.96,26.93,67.0,Satisfactory,300.55324083333335,292.59742083333333,91440.01308333332,652.83254015625,0.8097127189583334,0.4962916378541666
2015-05-02,Bengaluru,50.83,,5.74,14.24,14.93,21.03,4.44,2.99,16.83,217.0,Poor,299.17769770833337,293.64082947916665,91442.59948958334,634.4033678541667,1.8641458739583328,0.0178800608166666
2015-05-03,Bengaluru,62.58,,5.03,15.2,10.05,14.62,1.32,7.47,17.81,64.0,Satisfactory,299.19296979166666,293.8251257291667,91392.41607291666,516.4414768749999,0.6720325728645834,0.1337693907395833
2015-05-04,Bengaluru,45.26,,5.21,25.81,15.91,18.09,4.17,6.79,21.39,162.0,Moderate,299.4747363541667,294.0027508333333,91428.80253125,566.99223696875,-0.3266828493,0.3808059075833334
2015-05-05,Bengaluru,40.37,,9.03,20.7,13.3,5.94,0.0,8.6,36.56,75.0,Satisfactory,300.3586933333333,292.0897109375,91362.17626041669,666.9968998229166,-1.264381551614583,1.018896397875
2015-05-06,Bengaluru,43.21,,8.24,17.15,10.79,10.23,28.28,11.77,80.02,141.0,Moderate,299.22935677083336,293.4686275,91328.49004166666,572.7496297291667,0.0473050030208333,0.2245008778854166
2015-05-07,Bengaluru,41.53,,5.74,20.41,14.16,15.4,0.5,4.67,31.73,70.0,Satisfactory,299.7216415625,293.5796760416667,91408.69788541668,610.3717530729167,0.5887231570833333,0.102267597225
2015-05-08,Bengaluru,27.85,,5.82,17.29,11.04,14.93,4.82,7.18,88.24,142.0,Moderate,300.864809375,293.3141526041667,91309.52751041668,694.9631268229167,0.51108459159375,0.1107530445520833
2015-05-09,Bengaluru,36.83,,4.6,24.35,13.81,17.12,23.56,6.64,39.61,140.0,Moderate,301.377933125,292.39405500000004,91200.66614583333,789.6592535416667,0.883221251659375,-0.0201700883749999
2015-05-10,Bengaluru,40.81,,6.5,29.77,14.91,14.21,2.57,3.46,32.11,71.0,Satisfactory,300.6358671875,292.923380625,91230.426375,732.4524268541667,0.2080169928333333,0.1933516549999999
2015-05-11,Bengaluru,36.11,,6.97,29.38,17.29,15.84,0.3,11.84,14.0,66.0,Satisfactory,299.038085,293.38044875,91395.99029166666,608.1032314270833,0.1263575014583333,1.0875567121875
2015-05-12,Bengaluru,28.76,,8.95,29.1,18.34,15.13,,2.96,15.17,56.0,Satisfactory,298.75298322916666,292.2852321875,91350.54704166668,651.1971490416666,-0.9469644250739584,-0.139644269325
2015-05-13,Bengaluru,40.74,,8.61,32.27,20.96,14.66,0.0,2.77,7.96,45.0,Good,298.0020089583333,293.39388947916666,91277.88571875,571.7906907083333,-1.7592508595208332,-0.1887554450520833
2015-05-14,Bengaluru,23.77,,6.77,33.12,20.16,14.28,1.19,2.83,12.14,61.0,Satisfactory,297.96713531250003,294.62229916666666,91313.18085416668,535.8548363541667,-2.1984909965625,-0.2783059831770833
2015-05-15,Bengaluru,17.34,,5.26,22.13,14.1,18.55,2.06,3.08,12.14,70.0,Satisfactory,298.00771614583334,294.78581291666666,91323.9983125,330.3717949895833,-0.7315034818354166,0.9162998951979168
2015-05-16,Bengaluru,30.45,,5.23,32.24,18.53,24.08,1.19,3.9,8.48,59.0,Satisfactory,296.9847517708333,294.58263041666663,91175.2428125,396.38715827083337,0.1688736612625,0.47403571471875
2015-05-17,Bengaluru,15.8,,5.08,22.62,11.25,14.2,12.23,5.8,21.44,125.0,Moderate,297.9322596875,294.3559935416667,91127.37584375,460.57186759375,1.4506274142916666,0.1369467400062499
2015-05-18,Bengaluru,20.12,,6.65,22.49,13.5,13.27,12.77,5.83,32.76,106.0,Moderate,298.62619552083333,294.4271816666667,91197.728625,489.17033291666667,2.08760528246875,0.2403806435104166
2015-05-19,Bengaluru,25.27,,10.97,31.22,20.24,17.26,1.14,3.92,37.13,84.0,Satisfactory,299.1066546875,295.15021770833334,91273.42613541668,494.47360072916666,2.6145768340625,0.0319736073713541
2015-05-20,Bengaluru,26.7,,4.76,32.48,16.97,15.5,1.26,4.24,36.42,57.0,Satisfactory,300.2455859375,295.0858620833333,91300.14616666666,540.6323098958334,2.8803414916666665,0.12555240546875
2015-05-21,Bengaluru,27.84,,6.01,17.97,9.15,13.64,1.21,4.38,25.96,56.0,Satisfactory,300.4259094791667,295.4020117708333,91338.48753125,628.5186271875,4.035901058333334,0.3901094006729166
2015-05-22,Bengaluru,29.52,,5.09,17.88,8.93,12.62,10.68,4.89,28.02,140.0,Moderate,300.4360161458333,296.1121080208333,91331.00309375,593.0815841666666,3.703296271875,0.3972273209583333
2015-05-23,Bengaluru,27.97,,6.23,23.45,13.42,11.58,17.21,12.38,22.59,156.0,Moderate,299.997139375,295.3868255208333,91352.20403125,656.855004375,3.904831638541667,0.2320786279791666
2015-05-24,Bengaluru,28.17,,4.91,17.13,10.15,5.01,9.13,3.98,23.52,156.0,Moderate,300.4527217708333,294.4966953125,91377.00144791669,657.3751692708333,3.8455055125,0.13753892971875
2015-05-25,Bengaluru,27.71,,4.01,18.69,10.4,3.25,4.19,4.81,21.85,111.0,Moderate,300.67514239583335,293.72374552083335,91368.23730208332,653.11242396875,3.69718835625,-0.4347560209458334
2015-05-26,Bengaluru,28.01,,2.74,12.85,9.33,0.28,4.21,3.92,23.36,158.0,Moderate,300.38171239583335,293.68087833333334,91376.34654166666,586.2760910520833,3.163171897916667,0.06281190521875
2015-05-27,Bengaluru,31.7,,2.97,11.83,9.27,2.77,4.79,4.02,27.83,93.0,Satisfactory,298.73710177083336,293.540255625,91308.87582291669,594.2810317708334,3.2158798333333336,0.3938147697708333
2015-05-28,Bengaluru,48.08,,12.38,41.16,23.43,4.91,1.22,0.96,42.06,97.0,Satisfactory,298.21308,293.4454775,91211.23709375,429.1707516770834,2.442329566666667,-0.0229175137677083
2015-05-29,Bengaluru,30.77,,6.31,22.5,13.99,4.88,1.4,0.92,31.65,94.0,Satisfactory,297.84142125,294.5058740625,91245.4329375,572.6340821875,2.6947430494791664,-0.31191347684375
2015-05-30,Bengaluru,26.15,,0.95,14.82,10.67,5.61,4.52,7.13,54.35,147.0,Moderate,299.474345,293.8767516666667,91222.49292708334,611.102816875,0.824508251346875,-0.5009183560416667
2015-05-31,Bengaluru,40.71,,0.75,6.62,5.01,2.89,2.84,4.24,22.32,100.0,Satisfactory,298.9331915625,294.66242635416666,91149.73683333331,586.3114517708333,2.4549535608333333,-0.1316868606625
2015-06-01,Bengaluru,23.69,,1.65,14.12,7.77,2.34,1.7,6.9,68.17,101.0,Moderate,298.1100411458333,294.0275844791667,91185.41204166668,414.2403686458333,1.604405725,0.1154312405208333
2015-06-02,Bengaluru,23.95,,0.46,9.28,3.25,2.31,1.77,7.93,54.65,84.0,Satisfactory,298.3776365625,294.1141840625,91294.82401041668,571.0373740625,2.6525839046875,-0.5384980612010416
2015-06-03,Bengaluru,21.51,,1.59,19.98,9.87,2.21,1.52,4.44,46.8,84.0,Satisfactory,298.76704760416663,294.439831875,91187.27951041669,498.96773640625,1.514483255625,0.1265801044822916
2015-06-04,Bengaluru,25.56,,1.14,6.39,7.52,1.93,1.4,4.47,29.64,74.0,Satisfactory,297.6838178125,294.7644288541667,91230.87815625,425.9074433333333,0.9577522188541666,0.418284162359375
2015-06-05,Bengaluru,22.41,,2.59,14.61,19.41,18.87,5.65,5.85,27.39,130.0,Moderate,298.48365854166667,294.6027653125,91297.19744791668,455.3052903125,2.001803939583333,0.5023027788358333
2015-06-06,Bengaluru,16.02,,4.7,30.73,36.51,30.36,1.78,11.64,20.75,74.0,Satisfactory,299.52966395833334,293.9231945833333,91227.57490625,486.9045365104167,1.6553038433854166,0.8176024183229167
2015-06-07,Bengaluru,12.69,,4.38,25.18,27.39,28.0,4.45,4.22,19.63,74.0,Satisfactory,299.56715385416663,294.0568229166667,91200.99013541666,642.3438225,2.3828668901041667,1.7021125965625
2015-06-08,Bengaluru,13.29,,4.82,22.65,13.65,23.12,3.93,17.45,17.13,162.0,Moderate,298.5572165625,294.10059229166666,91287.55330208334,722.736418125,3.072269234375,1.3688059167916666
2015-06-09,Bengaluru,12.11,,6.72,20.8,13.22,25.86,1.4,15.06,20.96,55.0,Satisfactory,297.9364,293.4330327083333,91350.72020833334,729.7326748958334,3.468646520833333,0.4151529000729166
2015-06-10,Bengaluru,13.66,,3.61,22.16,11.83,21.15,1.96,6.09,24.49,72.0,Satisfactory,299.3555473958333,292.96361197916667,91242.34133333332,739.1098880208333,3.4290076708333337,-0.4509185721458333
2015-06-11,Bengaluru,14.56,,3.34,17.32,8.95,20.88,1.54,11.59,15.75,66.0,Satisfactory,298.1747348958333,294.43348208333333,91234.34977083332,656.060278125,3.4530072916666668,0.4401104218947917
2015-06-12,Bengaluru,14.76,,3.2,13.35,7.08,5.29,1.89,10.35,20.52,81.0,Satisfactory,297.3772383333333,293.80960375,91258.0771875,656.4395141666666,3.3548727802083333,0.4012007173854166
2015-06-13,Bengaluru,12.29,,2.53,10.75,4.86,7.02,3.21,15.0,19.08,94.0,Satisfactory,297.83908322916665,293.82175958333335,91178.5809375,727.1839171875,3.9302600572916666,0.9244451601041668
2015-06-14,Bengaluru,11.72,,1.76,9.61,4.7,7.86,2.36,1.96,20.38,128.0,Moderate,296.59012010416666,293.2952117708333,91162.61138541666,713.3674408333333,4.3738253927083335,-0.1237756666354166
2015-06-15,Bengaluru,15.7,,6.3,13.12,10.43,8.92,1.56,5.04,34.42,86.0,Satisfactory,297.50618437500003,293.1422871875,91135.85607291666,831.8083928125001,4.584125835416667,0.0128286624729166
2015-06-16,Bengaluru,22.94,,2.88,10.09,5.6,9.22,3.74,1.58,13.24,136.0,Moderate,297.1387630208333,293.272370625,91089.20471875,809.0875844791667,4.632113609375,0.00435189371875
2015-06-17,Bengaluru,19.54,,2.19,11.09,5.01,7.0,2.0,4.12,13.5,67.0,Satisfactory,296.80012822916666,292.7007520833333,90970.06903125,991.9157859375,5.730435569791666,0.30178667175
2015-06-18,Bengaluru,22.68,,2.8,18.7,9.83,8.31,1.3,1.35,16.42,45.0,Good,295.924479375,292.7572736458333,91020.913,951.5653509375,5.673465720833334,0.2793126536354166
2015-06-19,Bengaluru,21.86,,3.91,19.0,11.85,8.08,1.54,4.34,11.12,70.0,Satisfactory,296.15116385416667,293.1231132291667,91018.7451875,1090.2658575,6.28283175,0.2042438970208333
2015-06-20,Bengaluru,18.74,,3.9,14.48,9.69,7.31,2.89,1.95,8.62,93.0,Satisfactory,296.556188125,292.5640109375,90953.07879166666,1228.8693197916666,7.331457705208333,1.3706513759375
2015-06-21,Bengaluru,18.81,,3.01,15.95,8.19,6.89,3.84,2.02,10.31,166.0,Moderate,296.7280827083333,292.74969031250004,91022.60523958334,1309.826228125,6.396551877083333,2.2349546239583336
2015-06-22,Bengaluru,15.11,,2.78,16.04,11.71,27.31,4.29,5.53,10.68,183.0,Moderate,297.71183760416665,293.0261882291667,91102.40205208331,1329.475821875,6.99609313125,2.055642289583333
2015-06-23,Bengaluru,17.47,,1.74,7.27,4.01,10.32,2.08,7.51,10.97,107.0,Moderate,297.14289729166666,293.4735572916667,91201.96351041668,1135.2003507291668,5.958498475,2.7313404927083336
2015-06-24,Bengaluru,15.92,,0.89,5.61,1.82,8.75,5.48,5.41,21.62,140.0,Moderate,298.17482802083333,293.6412132291667,91305.23334375,1160.0014671875,6.337531232291667,2.201419345833333
2015-06-25,Bengaluru,13.58,,2.0,5.38,3.37,7.95,2.83,5.49,11.83,107.0,Moderate,298.33402739583335,293.7745915625,91233.45982291666,1215.7204084375,7.019810282291666,1.6384092152083334
2015-06-26,Bengaluru,14.52,,1.14,6.1,3.71,7.5,1.75,4.41,13.27,70.0,Satisfactory,298.2064447916667,293.4010184375,91169.7176875,1205.827519375,6.937806804166667,0.7035846483708333
2015-06-27,Bengaluru,27.25,,0.86,5.23,2.93,6.4,15.98,10.62,15.2,165.0,Moderate,298.4745321875,293.655008125,91224.431,1128.4137682291666,6.266573276041666,0.4869810596302084
2015-06-28,Bengaluru,20.99,,0.72,4.38,1.91,6.3,2.03,2.53,15.42,160.0,Moderate,298.45327833333334,293.45207614583336,91399.80926041666,862.5294936458332,4.659845111458334,0.31481339103125
2015-06-29,Bengaluru,22.26,,1.23,7.02,3.74,7.68,5.28,7.62,10.29,209.0,Poor,297.7458184375,293.746609375,91478.66748958331,715.6150328125,3.726832983333333,0.4974750275639583
2015-06-30,Bengaluru,23.51,,2.75,8.39,5.43,8.47,5.01,5.94,6.61,166.0,Moderate,298.3907440625,293.21357375,91462.69992708332,771.4251336458333,3.8853904822916663,0.3172680888541666
2015-07-01,Bengaluru,19.76,,1.24,6.34,3.24,6.34,6.96,6.28,6.45,187.0,Moderate,298.00153489583334,292.93932958333335,91514.7943125,771.5136052083334,4.03846251875,0.1086984094385416
2015-07-02,Bengaluru,20.24,,2.26,11.59,6.83,6.42,2.58,5.12,11.01,162.0,Moderate,297.9336641666667,293.1167367708333,91539.63980208331,752.1303310416666,3.9507850010416665,-0.299790128840625
2015-07-03,Bengaluru,17.28,,1.07,5.11,2.7,5.96,7.52,3.69,8.37,185.0,Moderate,297.9404669791667,293.44674416666663,91535.40785416664,832.6012779166667,4.2290811010416665,-0.7097906829958333
2015-07-04,Bengaluru,21.52,,1.0,5.99,2.9,5.76,15.9,2.76,9.72,141.0,Moderate,298.6440866666667,292.64205145833336,91468.42265625,982.9743445833332,4.617398790625,-1.292889382852083
2015-07-05,Bengaluru,19.43,,1.13,7.66,4.66,4.74,20.81,2.29,7.89,225.0,Poor,298.7830985416667,292.23110177083333,91350.54901041668,995.87648,4.772648614583333,-1.4933374508229165
2015-07-06,Bengaluru,19.27,,2.21,8.79,6.36,26.67,26.99,2.54,8.96,309.0,Very Poor,298.1838365625,291.2109139583333,91285.91432291668,1022.5699716666668,5.29500378125,-0.6744308384687501
2015-07-07,Bengaluru,23.27,,1.73,7.83,7.62,10.45,2.86,3.36,9.3,136.0,Moderate,298.1561139583333,291.66292427083334,91212.721,1053.9875367708337,5.2880729833333335,-0.4885292184375
2015-07-08,Bengaluru,18.63,,2.96,8.71,6.88,34.37,7.24,6.25,7.27,139.0,Moderate,297.958385625,292.9484192708333,91320.81636458333,987.7628504166668,5.1925587958333335,-0.4316024709166666
2015-07-09,Bengaluru,14.52,,5.93,10.04,8.43,19.3,3.42,3.89,7.56,161.0,Moderate,297.8268051041667,293.54112385416664,91300.79558333334,1045.7818029166667,5.582442954166666,-0.799213783625
2015-07-10,Bengaluru,12.84,,7.5,10.1,9.4,21.54,15.1,3.25,5.4,160.0,Moderate,297.9213773958333,293.75266958333333,91155.57897916668,1054.2760047916663,5.3839906625000005,-0.6659438638229167
2015-07-11,Bengaluru,19.08,,6.5,10.66,9.34,20.9,2.42,2.39,5.06,127.0,Moderate,297.8040542708333,293.36608458333336,91214.26829166664,1059.7091392708332,5.769094348958333,-0.6850279964833333
2015-07-12,Bengaluru,23.45,,5.88,9.83,8.64,10.15,2.11,1.86,9.66,71.0,Satisfactory,298.32044354166663,293.0444021875,91264.50711458334,941.0071754166668,4.639103405208333,-0.8752140947270833
2015-07-13,Bengaluru,25.62,,5.21,12.22,9.75,10.8,27.06,2.84,10.42,246.0,Poor,299.052086875,293.3384455208333,91206.42410416668,827.9646420833333,4.0704553125,-0.8494957651458334
2015-07-14,Bengaluru,27.03,,4.42,11.7,9.3,10.17,10.62,2.78,7.82,250.0,Poor,298.6695453125,293.510365625,91089.14157291666,812.651971875,3.917558221875,-0.5422525984375001
2015-07-15,Bengaluru,24.09,,5.64,17.43,12.1,6.08,9.91,4.49,5.49,176.0,Moderate,297.5914964583333,293.7655078125,91009.315,774.2286502083333,4.263411994791666,-0.6912131647416667
2015-07-16,Bengaluru,23.17,,4.97,15.73,11.27,10.88,3.56,2.98,8.06,176.0,Moderate,297.930063125,293.5214259375,90959.11475,836.8972825000001,4.758465564583333,-0.1812123940979166
2015-07-17,Bengaluru,26.84,,6.18,10.76,9.67,9.89,1.62,3.46,8.48,55.0,Satisfactory,297.61203604166667,293.15681322916663,91042.07446875,953.1174055208334,5.160636515625,0.287239702203125
2015-07-18,Bengaluru,19.24,,3.78,8.46,7.12,11.23,18.69,3.98,10.27,156.0,Moderate,297.53749375,293.6327225,91136.40315625,1016.5313780208334,5.684838929166666,-0.4982292966104167
2015-07-19,Bengaluru,14.46,,3.76,7.65,6.72,10.88,12.18,1.66,9.43,195.0,Moderate,295.76633020833333,293.01356645833334,91196.29408333334,949.6090914583332,5.808835330208333,-0.123003855671875
2015-07-20,Bengaluru,14.3,,5.1,10.26,8.78,10.46,9.82,2.39,8.67,197.0,Moderate,297.06614572916664,293.35998125,91074.25347916668,964.4188122916668,5.60385728125,-0.33422673203125
2015-07-21,Bengaluru,19.29,,4.45,11.45,8.94,10.76,9.35,1.72,3.62,223.0,Poor,296.96825770833334,293.6430252083333,91121.3431875,823.0408975,4.581134641666666,0.0953594933124999
2015-07-22,Bengaluru,21.39,,4.14,9.91,8.06,9.67,16.7,2.39,3.54,182.0,Moderate,296.73481822916665,293.5665596875,91172.09211458334,776.914635625,4.453967448958333,0.2833857699479167
2015-07-23,Bengaluru,45.86,,5.98,11.26,9.75,10.06,9.44,3.29,5.13,245.0,Poor,297.24400947916666,293.3687778125,91275.45763541666,714.4649352083334,3.9847155229166655,1.237880173541667
2015-07-24,Bengaluru,18.38,,3.82,9.48,7.7,9.15,16.46,10.54,6.49,268.0,Poor,297.489869375,292.9853561458333,91389.96379166668,759.9364510416667,4.423415598958333,1.0319287388541667
2015-07-25,Bengaluru,24.44,,4.63,10.0,8.6,10.06,2.89,15.96,9.61,51.0,Satisfactory,296.8442373958333,293.69085010416666,91347.90313541668,739.5559750000001,4.344559513541667,0.4991372512046875
2015-07-26,Bengaluru,25.14,,3.59,11.03,7.88,8.39,2.42,2.54,8.9,49.0,Good,297.1922834375,293.656216875,91404.90989583332,795.4263795833334,4.570767646875,0.6925607275260416
2015-07-27,Bengaluru,13.85,,5.69,8.83,8.32,8.42,14.36,3.82,8.78,157.0,Moderate,296.2049308333333,293.5264902083333,91494.568375,680.8543285416666,4.159503976041667,-0.0863405413145833
2015-07-28,Bengaluru,16.63,,3.66,10.76,8.08,9.14,12.51,5.27,7.16,128.0,Moderate,297.21186604166667,293.0875433333334,91516.76529166668,744.6838838541667,3.765271033333333,-0.56098111015625
2015-07-29,Bengaluru,19.04,,3.67,12.67,9.08,29.6,1.5,4.9,5.82,66.0,Satisfactory,297.87932083333334,292.3031461458333,91460.2169375,778.4678610416667,3.9030390802083335,-0.4839033680625
2015-07-30,Bengaluru,24.43,,4.59,11.52,7.93,11.73,1.86,3.15,5.42,105.0,Moderate,297.69249229166667,292.3102655208333,91443.16373958334,827.3911344791667,3.9708412447916666,-1.1290214318958334
2015-07-31,Bengaluru,19.16,,5.08,10.27,7.61,11.91,1.09,3.35,3.53,49.0,Good,296.58614302083333,293.00771729166667,91436.00380208332,743.9154100000001,3.922141723958333,-1.15976171753125
